Orcid,Année,Titre,Type,Source,contact
0000-0003-0810-0308,2022,Persistent imprint of historical metallurgy in an alpine watershed evidenced from lake sediments Pb isotopes,preprint,https://doi.org/10.5194/egusphere-egu22-8781,Jérôme Poulenard
0000-0003-0810-0308,2022,Global maps of soil temperature,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85123931737&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,Global maps of soil temperature,journal-article,https://publons.com/wos-op/publon/49524666/,Jérôme Poulenard
0000-0003-0810-0308,2022,"Interdisciplinary insights into a 500-year trajectory of an alpine socio-ecological system in Montaimont, France",journal-article,https://publons.com/wos-op/publon/52348346/,Jérôme Poulenard
0000-0003-0810-0308,2022,"Interdisciplinary insights into a 500-year trajectory of an alpine socio-ecological system in Montaimont, France",journal-article,http://dx.doi.org/10.1007/s10113-022-01902-6,Jérôme Poulenard
0000-0003-0810-0308,2022,"Interdisciplinary insights into a 500-year trajectory of an alpine socio-ecological system in Montaimont, France",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85129254971&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,"Non-Volcanic, Polygenic Soils in the Southern Central Ecuadorian Highlands as the Result of Long-Lasting Pedogenesis, Geodynamic Processes and Climate Change",other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85176971805&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,Pesticide resurrection,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85118305656&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,Pesticide resurrection,journal-article,https://doi.org/10.1007/s10311-021-01347-z,Jérôme Poulenard
0000-0003-0810-0308,2022,Pesticide resurrection,journal-article,https://publons.com/wos-op/publon/50104110/,Jérôme Poulenard
0000-0003-0810-0308,2022,Soil Organic Matter Changes Under Experimental Pedoclimatic Modifications in Mountain Grasslands of the French Alps,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85179541240&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2022,The environmental trajectory of a former mining territory evidenced from an integrated and multidisciplinary approach: the case of Peisey-Nancroix Pb-Ag mine,journal-article,https://publons.com/wos-op/publon/71463826/,Jérôme Poulenard
0000-0003-0810-0308,2021,Dynamics of Ecological Communities Following Current Retreat of Glaciers,journal-article,http://dx.doi.org/10.1146/annurev-ecolsys-010521-040017,Jérôme Poulenard
0000-0003-0810-0308,2021,Dynamics of Ecological Communities following Current Retreat of Glaciers,book,http://www.scopus.com/inward/record.url?eid=2-s2.0-85117275008&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2021,Dynamics of Ecological Communities Following Current Retreat of Glaciers,journal-article,https://publons.com/wos-op/publon/51772477/,Jérôme Poulenard
0000-0003-0810-0308,2021,La dispersion des éléments traces métalliques dans la zone critique : l'exemple de la mine de Pb-Ag de Peisey-Nancroix,conference-paper,https://hal.archives-ouvertes.fr/hal-03588016,Jérôme Poulenard
0000-0003-0810-0308,2021,"Les impacts environnementaux à long-terme des exploitations minières : la mine de Pb-Ag de Peisey-Nancroix (1644-1866, Alpes françaises)",conference-paper,https://hal.archives-ouvertes.fr/hal-03588055,Jérôme Poulenard
0000-0003-0810-0308,2021,Diffusion et dynamique de la culture du millet dans les Alpes ouest-européennes sur la base des concentrations en miliacine dans les sédiments lacustres,book-chapter,https://hal.archives-ouvertes.fr/hal-03323067,Jérôme Poulenard
0000-0003-0810-0308,2021,Evidence of chlordecone resurrection by glyphosate using Paleo-Critical Zone approach in French West indies,other,https://hal.archives-ouvertes.fr/hal-03356994,Jérôme Poulenard
0000-0003-0810-0308,2021,Mountain agro-ecosystems long-term trajectories in the North Western Alps,conference-paper,https://hal.archives-ouvertes.fr/hal-03452746,Jérôme Poulenard
0000-0003-0810-0308,2021,Quantitative evaluation of human and climate forcing on erosion over the last 2000 years in northern Italy,other,https://doi.org/10.5194/egusphere-egu21-12062,Jérôme Poulenard
0000-0003-0810-0308,2021,Evidence of Chlordecone Resurrection by Glyphosate in French West Indies,journal-article,https://publons.com/wos-op/publon/38254723/,Jérôme Poulenard
0000-0003-0810-0308,2021,Influence of environmental parameters on the distribution of bacterial lipids in soils from the French Alps: Implications for paleo-reconstructions,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85102037467&partnerID=MN8TOARS,Jérôme Poulenard
0000-0003-0810-0308,2021,Influence of environmental parameters on the distribution of bacterial lipids in soils from the French Alps: Implications for paleo-reconstructions,journal-article,https://publons.com/publon/44180929/,Jérôme Poulenard
0000-0002-3241-3235,2021,A lightweight epistemic logic and its application to planning,journal-article,https://doi.org/10.1016/j.artint.2020.103437,Pierre Regnier
0000-0002-3241-3235,2020,TouIST: a Friendly Language for Propositional Logic and More,conference-paper,https://hal.archives-ouvertes.fr/hal-02925894,Pierre Regnier
0000-0002-3241-3235,2019,When 'knowing whether' is better than 'knowing that',conference-paper,https://hal.archives-ouvertes.fr/hal-02302984,Pierre Regnier
0000-0002-3241-3235,2019,The epistemic gossip problem,journal-article,https://hal.archives-ouvertes.fr/hal-02147986,Pierre Regnier
0000-0002-3241-3235,2018,Compact Tree Encodings for Planning as QBF,journal-article,https://hal.archives-ouvertes.fr/hal-02181997,Pierre Regnier
0000-0002-3241-3235,2018,Codages d'arbres compacts (CTE) pour la planification QBF,conference-paper,https://hal.archives-ouvertes.fr/hal-02982959,Pierre Regnier
0000-0002-3241-3235,2018,Compact Tree Encodings for Planning as QBF,conference-paper,https://hal.archives-ouvertes.fr/hal-02279383,Pierre Regnier
0000-0002-3241-3235,2016,A simple account of multi-agent epistemic planning,conference-paper,https://hal.archives-ouvertes.fr/hal-01500521,Pierre Regnier
0000-0002-3241-3235,2016,Simple epistemic planning: generalised gossiping,conference-paper,https://hal.archives-ouvertes.fr/hal-01500520,Pierre Regnier
0000-0002-3241-3235,2015,A simple account of multiagent epistemic planning,conference-paper,https://hal.archives-ouvertes.fr/hal-01316827,Pierre Regnier
0000-0002-3241-3235,2014,"Monotone Temporal Planning: Tractability, Extensions and  Applications",journal-article,https://hal.archives-ouvertes.fr/hal-01118794,Pierre Regnier
0000-0002-3241-3235,2014,"Monotone Temporal Planning : tractability, extensions and applications (Extended abstract)",conference-paper,https://hal.archives-ouvertes.fr/hal-01153605,Pierre Regnier
0000-0002-3241-3235,2013,Relaxation of Temporal Planning Problems,conference-paper,https://hal.archives-ouvertes.fr/hal-01147301,Pierre Regnier
0000-0002-3241-3235,2012,Une classe traitable de problèmes de planification temporelle,conference-paper,https://hal.inria.fr/hal-00809845,Pierre Regnier
0000-0002-3241-3235,2012,Compilation d'un langage de planification temporelle de haut niveau en PDDL2.1,conference-paper,https://hal.archives-ouvertes.fr/hal-00656490,Pierre Regnier
0000-0002-3241-3235,2008,Planification par satisfaction de bases de clauses,book-chapter,https://hal.archives-ouvertes.fr/hal-00869998,Pierre Regnier
0000-0002-5485-6715,2025,Diatom assemblages colonizing floating photovoltaic floaters are distinct from those in benthic and pelagic compartments of gravel pit lakes,journal-article,https://doi.org/10.1051/kmae/2025006,Fanny Colas
0000-0002-5485-6715,2025,Potential impacts of floating photovoltaics on carbon fluxes across aquatic-terrestrial boundaries,journal-article,https://doi.org/10.1051/kmae/2025005,Fanny Colas
0000-0002-5485-6715,2024,DEEP-C Consortium: Carbon sink or methane source – local to global scale assessment of lentic waters’ role in the climate system,journal-article,http://dx.doi.org/10.3897/rio.10.e136661,Fanny Colas
0000-0002-5485-6715,2024,Human activities shape global patterns of decomposition rates in rivers,journal-article,http://dx.doi.org/10.1126/science.adn1262,Fanny Colas
0000-0002-5485-6715,2024,Warming drives feedback between plant phenotypes and ecosystem functioning in sub-Antarctic ponds,journal-article,https://doi.org/10.1016/j.scitotenv.2023.169504,Fanny Colas
0000-0002-5485-6715,2023,Potential ecological impacts of floating photovoltaics on lake biodiversity and ecosystem functioning,journal-article,http://dx.doi.org/10.1016/j.rser.2023.113852,Fanny Colas
0000-0002-5485-6715,2022,Floating Littoral Zone (FLOLIZ): A solution to sustain macroinvertebrate communities in regulated lakes?,journal-article,http://dx.doi.org/10.1016/j.ecoleng.2021.106509,Fanny Colas
0000-0002-5485-6715,2021,Ecosystem maturity modulates greenhouse gases fluxes from artificial lakes,journal-article,http://dx.doi.org/10.1016/j.scitotenv.2020.144046,Fanny Colas
0000-0002-5485-6715,2020,Spatial and Temporal Variability of Diffusive CO2 and CH4 Fluxes From the Amazonian Reservoir Petit‐Saut (French Guiana) Reveals the Importance of Allochthonous Inputs for Long‐Term C Emissions,journal-article,https://doi.org/10.1029/2020GB006602,Fanny Colas
0000-0002-5485-6715,2020,Cotton-strip assays: Let's move on to eco-friendly biomonitoring!,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85075004096&partnerID=MN8TOARS,Fanny Colas
0000-0002-5485-6715,2020,Cotton-strip assays: Let’s move on to eco-friendly biomonitoring!,journal-article,http://dx.doi.org/10.1016/j.watres.2019.115295,Fanny Colas
0000-0002-5485-6715,2019,Global patterns and drivers of ecosystem functioning in rivers and riparian zones,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85060040303&partnerID=MN8TOARS,Fanny Colas
0000-0002-5485-6715,2019,Towards a simple global-standard bioassay for a key ecosystem process: organic-matter decomposition using cotton strips,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85069630818&partnerID=MN8TOARS,Fanny Colas
0000-0002-5786-8754,2025,"Impact of plant community composition and soil characteristics on Mo and V cycling in subarctic habitats at Abisko, Northern Sweden.",preprint,https://doi.org/10.5194/egusphere-egu24-9490,Aliénor Allain
0000-0002-5786-8754,2025,"Carbon and nitrogen stocks and distributions associated with different vegetation covers and soil profiles in Abisko, northern Sweden",journal-article,https://doi.org/10.1139/as-2023-0049,Aliénor Allain
0000-0002-5786-8754,2024,The specific molecular signature of dissolved organic matter extracted from different arctic plant species persists after biodegradation,journal-article,https://doi.org/10.1016/j.soilbio.2024.109393,Aliénor Allain
0000-0002-5786-8754,2023,Fingerprinting the elemental composition and chemodiversity of vegetation leachates: consequences for dissolved organic matter dynamics in Arctic environments,journal-article,https://doi.org/10.1007/s10533-022-00925-9,Aliénor Allain
0000-0002-5786-8754,2021,Chemical characterization of water extractable organic matter from plants: A better understanding of soil dissolved organic matter sources and path in permafrost thawing regions&#160;,preprint,https://doi.org/10.5194/egusphere-egu21-12002,Aliénor Allain
0000-0002-6114-3211,2025,Assessing the Impact of Climate Change on Global Wetland Extent using CMIP6 multi-model analysis.,preprint,https://doi.org/10.5194/egusphere-egu24-11522,Christine Delire
0000-0002-6114-3211,2024,Mountain Peatlands and Drought: Carbon Cycling in the Pyrenees Amidst Global Climate Change,journal-article,https://doi.org/10.1029/2024JG008041,Christine Delire
0000-0002-6114-3211,2023,Impact of LAI assimilation by LDAS-Monde on modelled photosynthesis and respiration in the ISBA land surface model,preprint,https://doi.org/10.5194/egusphere-egu23-1032,Christine Delire
0000-0002-6114-3211,2023,Incorporating nonstructural carbohydrate dynamics in the ISBA biomass allocation scheme,preprint,https://doi.org/10.5194/egusphere-egu23-13912,Christine Delire
0000-0002-6114-3211,2023,Assessment of the ISBA Land Surface Model soil hydrology using four closed-form soilwater relationships and several lysimeters,preprint,https://doi.org/10.5194/egusphere-2023-248,Christine Delire
0000-0002-6114-3211,2023,"Supplementary material to ""Assessment of the ISBA Land Surface Model soil hydrology using four closed-form soilwater relationships and several lysimeters""",preprint,https://doi.org/10.5194/egusphere-2023-248-supplement,Christine Delire
0000-0002-6114-3211,2023,A Study of Dominant Vegetation Phenology in a Sphagnum Mountain Peatland Using In Situ and Sentinel-2 Observations,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85174842325&partnerID=MN8TOARS,Christine Delire
0000-0002-6114-3211,2023,"Assessment of the interactions between soil-biosphere-atmosphere (ISBA) land surface model soil hydrology, using four closed-form soil water relationships and several lysimeters",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85169933669&partnerID=MN8TOARS,Christine Delire
0000-0002-6114-3211,2023,Mechanisms behind large-scale inconsistencies between regional and global climate model-based projections over Europe,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85140974232&partnerID=MN8TOARS,Christine Delire
0000-0002-6114-3211,2023,Mechanisms behind large-scale inconsistencies between regional and global climate model-based projections over Europe,journal-article,https://doi.org/10.1007/s00382-022-06540-6,Christine Delire
0000-0002-6114-3211,2022,Improvement of the soil drainage simulation based on observations from lysimeters,preprint,https://doi.org/10.5194/egusphere-2022-274,Christine Delire
0000-0002-6114-3211,2022,"Seasonality of Sphagnum LAI in a mountainous peatland (Pyrenees, France)",preprint,https://doi.org/10.5194/egusphere-egu22-9730,Christine Delire
0000-0002-6114-3211,2022,Mechanisms behind large-scale inconsistencies between regional and global climate model-based projections over Europe,other,http://www.scopus.com/inward/record.url?eid=2-s2.0-85167388675&partnerID=MN8TOARS,Christine Delire
